UTC
2014-07-05T09:32:48.640
2014-07-05T09:37:34.480
2014-12-27T02:16:21.280
2015-02-22T13:33:00.000
2015-02-22T14:33:20.240
2015-02-22T17:57:05.960
2015-02-22T19:24:45.960
2015-02-22T19:44:16.880
2015-02-22T19:58:16.640
2015-02-22T23:57:33.880
2015-02-23T01:38:07.960
2015-02-23T05:05:06.520
2015-02-23T05:24:53.840
2015-02-23T06:45:40.080
2015-02-23T14:26:16.240
2015-02-23T16:13:52.480
2015-02-24T06:48:47.160
2015-02-25T10:51:03.600
2015-02-28T10:56:48.800
2015-03-01T07:28:54.120
2015-05-15T18:16:51.280
2015-12-06T23:49:57.240
2016-05-14T08:21:54.560
2016-05-14T22:25:21.840
2016-05-16T20:49:47.000
2016-05-18T07:49:34.000
2016-05-18T09:09:23.880
2016-05-18T10:07:26.760
2016-05-18T10:28:02.760
2016-05-18T15:33:47.000
2016-05-18T17:00:31.720
2016-05-18T19:40:37.080
2016-05-19T11:46:52.480
2016-05-19T11:59:32.600
2016-05-19T12:07:46.600
2016-05-19T19:59:54.960
2016-05-20T03:24:12.840
2016-05-20T05:21:33.480
2016-05-20T16:21:43.160
2016-05-20T21:42:29.320
2016-05-21T03:23:36.640
2016-06-07T03:48:59.400
2016-06-18T01:42:55.560
2016-06-18T20:27:25.760
2016-06-20T15:16:34.840
2016-06-22T13:45:23.680
2016-06-23T15:16:09.040
2016-06-23T15:16:26.840
2016-06-23T16:17:04.200
2016-06-23T16:49:57.480
2016-06-23T17:39:22.360
2016-06-23T17:55:48.800
2016-06-23T19:24:40.040
2016-06-23T19:36:27.360
2016-06-23T19:38:00.000
2016-06-23T20:06:37.120
2016-06-25T08:04:52.960
2016-06-26T06:03:14.960
2016-06-26T13:54:30.720
2016-06-26T17:50:03.240
2016-06-26T20:34:49.320
2016-06-27T01:50:15.840
2016-06-27T09:44:07.720
2016-06-30T10:02:26.000
2016-07-04T14:33:38.640
2016-07-09T16:54:28.200
2016-07-15T07:09:11.720
2016-07-18T09:36:06.520
2016-07-18T09:36:07.120
2016-07-21T09:36:13.680
2016-08-25T07:26:53.480
2016-08-26T14:05:52.920
2019-10-04T09:00:53.600
2019-11-04T01:20:24.000
2019-11-04T02:53:31.360
2019-11-04T04:26:55.880
2019-11-04T07:20:33.720
2019-11-04T09:17:53.480
2019-11-04T10:44:26.280
2019-11-04T12:38:38.520
2019-11-04T15:36:47.440
2019-11-04T20:13:42.560
2019-11-04T20:29:39.760
2019-11-04T23:16:49.560
2019-11-04T23:48:01.360
2019-11-05T06:11:08.600
2019-11-05T07:17:17.880
2020-04-10T09:43:54.280
2020-04-27T18:26:20.160
2020-04-27T18:31:05.800
2020-04-27T18:31:25.240
2020-04-27T18:31:33.800
2020-04-27T18:31:39.240
2020-04-27T18:31:41.080
2020-04-27T18:31:42.120
2020-04-27T18:31:44.640
2020-04-27T18:31:45.520
2020-04-27T18:31:48.360
2020-04-27T18:32:00.520
2020-04-27T18:32:05.840
2020-04-27T18:32:14.680
2020-04-27T18:32:30.680
2020-04-27T18:32:31.520
2020-04-27T18:32:39.000
2020-04-27T18:32:41.640
2020-04-27T18:32:54.480
2020-04-27T18:32:56.240
2020-04-27T18:32:58.320
2020-04-27T18:32:59.680
2020-04-27T18:33:00.840
2020-04-27T18:33:02.240
2020-04-27T18:33:02.720
2020-04-27T18:33:04.560
2020-04-27T18:33:04.640
2020-04-27T18:33:05.840
2020-04-27T18:33:24.320
2020-04-27T18:33:25.480
2020-04-27T18:33:31.760
2020-04-27T18:33:33.000
2020-04-27T18:33:53.120
2020-04-27T18:34:05.720
2020-04-27T18:34:46.040
2020-04-27T18:34:47.240
2020-04-27T18:34:57.400
2020-04-27T18:35:05.320
2020-04-27T18:35:46.640
2020-04-27T18:35:57.640
2020-04-27T18:36:45.400
2020-04-27T18:38:20.200
2020-04-27T18:38:53.720
2020-04-27T18:40:15.040
2020-04-27T18:40:32.280
2020-04-27T18:40:33.120
2020-04-27T18:42:40.800
2020-04-27T18:42:50.680
2020-04-27T18:44:04.640
2020-04-27T18:46:08.760
2020-04-27T18:46:39.440
2020-04-27T18:46:40.160
2020-04-27T18:46:40.760
2020-04-27T18:47:05.760
2020-04-27T18:48:38.680
2020-04-27T18:49:28.040
2020-04-27T19:36:05.120
2020-04-27T19:37:39.320
2020-04-27T19:43:44.560
2020-04-27T19:45:00.480
2020-04-27T19:55:32.320
2020-04-27T20:01:45.800
2020-04-27T20:13:38.280
2020-04-27T20:14:51.440
2020-04-27T20:15:20.640
2020-04-27T20:17:09.160
2020-04-27T20:17:27.320
2020-04-27T20:17:50.440
2020-04-27T20:17:51.360
2020-04-27T20:17:58.440
2020-04-27T20:19:48.400
2020-04-27T20:19:49.480
2020-04-27T20:21:51.840
2020-04-27T20:21:52.280
2020-04-27T20:21:55.160
2020-04-27T20:25:53.480
2020-04-27T21:14:45.600
2020-04-27T21:15:36.400
2020-04-27T21:20:55.560
2020-04-27T21:43:06.320
2020-04-27T21:48:44.080
2020-04-27T21:59:22.520
2020-04-27T22:47:05.360
2020-04-27T22:55:19.920
2020-04-27T23:02:53.520
2020-04-27T23:06:06.160
2020-04-27T23:25:04.360
2020-04-27T23:27:46.320
2020-04-27T23:44:31.800
2020-04-28T00:19:44.200
2020-04-28T00:23:04.760
2020-04-28T00:24:30.320
2020-04-28T00:37:36.160
2020-04-28T00:39:39.600
2020-04-28T00:41:32.160
2020-04-28T00:43:25.200
2020-04-28T00:44:08.240
2020-04-28T00:44:09.280
2020-04-28T00:45:31.160
2020-04-28T00:46:00.040
2020-04-28T00:46:06.440
2020-04-28T00:46:17.960
2020-04-28T00:46:20.200
2020-04-28T00:46:23.560
2020-04-28T00:46:43.080
2020-04-28T00:47:57.560
2020-04-28T00:48:49.280
2020-04-28T00:49:00.320
2020-04-28T00:49:01.120
2020-04-28T00:49:01.960
2020-04-28T00:49:06.480
2020-04-28T00:49:16.640
2020-04-28T00:49:22.400
2020-04-28T00:49:27.320
2020-04-28T00:49:46.160
2020-04-28T00:49:46.680
2020-04-28T00:50:01.040
2020-04-28T00:50:22.000
2020-04-28T00:51:35.920
2020-04-28T00:51:55.440
2020-04-28T00:52:06.240
2020-04-28T00:54:57.480
2020-04-28T00:56:49.640
2020-04-28T01:04:03.160
2020-04-28T02:00:11.440
2020-04-28T02:27:24.920
2020-04-28T03:32:00.600
2020-04-28T03:47:52.160
2020-04-28T04:09:47.320
2020-04-28T05:56:30.560
2020-04-28T09:51:04.880
2020-04-29T20:47:28.000
2020-05-03T23:25:13.440
2020-05-16T18:12:52.120
2020-05-19T18:32:30.320
2020-05-20T14:10:49.840
2020-05-20T21:47:07.520
2021-01-24T20:48:23.960
2021-01-28T23:35:02.480
2021-01-29T02:46:22.560
2021-01-29T07:00:01.000
2021-01-29T10:35:39.960
2021-01-29T15:23:29.920
2021-01-29T15:29:23.920
2021-01-29T18:38:04.840
2021-01-29T21:15:55.960
2021-01-30T00:41:51.160
2021-01-30T03:24:38.360
2021-01-30T08:39:53.840
2021-01-30T10:35:35.120
2021-01-30T17:40:54.760
2021-01-30T21:01:22.840
2021-02-02T12:54:26.960
2021-02-05T07:13:15.760
2021-02-07T00:35:52.720
2021-02-10T14:15:07.080
2021-02-11T12:28:00.120
2021-02-11T13:43:16.760
2021-02-16T22:20:39.600
2021-06-24T02:34:10.200
2021-07-06T03:50:09.720
2021-07-06T15:01:52.600
2021-07-07T00:33:31.640
2021-07-07T15:45:11.080
2021-07-07T18:08:16.920
2021-07-08T00:18:18.560
2021-07-08T09:03:41.640
2021-07-15T06:43:16.360
2021-07-15T09:15:18.840
2021-08-05T00:08:56.000
2021-09-06T01:44:30.080
2021-09-09T18:57:14.840
2021-09-09T20:21:28.360
2021-09-10T00:45:46.880
2021-09-10T00:46:21.000
2021-09-10T01:00:43.680
2021-09-10T01:04:33.360
2021-09-10T01:06:23.720
2021-09-10T01:08:40.680
2021-09-10T01:13:17.400
2021-09-10T01:13:57.800
2021-09-10T01:14:36.880
2021-09-10T01:17:19.080
2021-09-10T01:18:54.160
2021-09-10T01:20:48.320
2021-09-10T01:21:49.600
2021-09-10T01:31:40.040
2021-09-10T01:34:18.880
2021-09-10T02:21:06.400
2021-09-10T02:36:38.240
2021-09-10T02:44:34.160
2021-09-10T05:35:55.480
2021-09-10T05:40:48.640
2021-09-10T09:12:48.880
2021-09-10T13:40:20.360
2021-09-10T15:50:56.880
2021-09-10T23:40:34.440
2021-09-11T02:28:08.400
2021-09-11T02:28:11.680
2021-09-11T03:02:28.320
2021-09-11T05:32:38.640
2021-09-11T10:42:51.840
2021-09-11T11:45:04.960
2021-09-11T11:53:57.280
2021-09-11T13:27:33.840
2021-09-11T13:28:54.960
2021-09-11T13:29:08.200
2021-09-11T14:58:38.600
2021-09-11T15:03:00.400
2021-09-11T15:06:43.200
2021-09-11T15:15:25.400
2021-09-11T15:16:25.720
2021-09-11T15:17:45.280
2021-09-11T15:26:11.560
2021-09-11T15:32:33.400
2021-09-11T15:34:39.960
2021-09-11T15:38:25.680
2021-09-11T16:36:57.840
2021-09-11T16:39:20.920
2021-09-11T16:50:03.840
2021-09-11T17:01:09.760
2021-09-11T17:10:48.600
2021-09-11T18:54:36.040
2021-09-11T20:05:46.200
2021-09-11T20:13:40.480
2021-09-11T20:22:58.800
2021-09-11T22:51:41.560
2021-09-12T00:34:37.320
2021-09-12T00:45:49.400
2021-09-12T05:24:05.640
2021-09-12T07:04:53.840
2021-09-12T07:28:07.240
2021-09-12T10:10:11.680
2021-09-12T12:19:20.440
2021-09-12T13:55:16.440
2021-09-12T15:03:50.600
2021-09-12T16:26:08.040
2021-09-12T20:16:10.400
2021-09-12T20:16:20.280
2021-09-12T20:57:28.720
2021-09-12T20:57:29.320
2021-09-12T23:19:32.080
2021-09-13T00:27:24.920
2021-09-13T03:29:21.440
2021-09-13T04:52:06.520
2021-09-13T08:16:46.760
2021-09-13T19:51:33.160
2021-09-14T06:12:45.200
2021-09-14T11:10:36.200
2021-09-14T14:44:21.240
2021-09-16T17:28:31.040
2021-09-16T20:24:09.120
2021-09-18T10:39:07.040
2021-09-20T05:39:51.480
2021-09-22T01:40:44.280
2021-09-22T09:57:03.320
2021-09-25T03:03:28.320
2021-09-26T15:08:11.880
2021-09-27T19:46:09.760
2021-09-30T01:31:06.160
2021-09-30T20:41:15.800
2021-10-01T00:04:04.320
2021-10-02T06:08:13.080
2021-10-07T17:39:49.320
2021-10-08T15:57:46.400
2021-10-11T11:59:40.800
